Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,Rating
NBA Ballers,XB,2004,Sports,0.51,82,35,8.1,E
Showdown: Legends of Wrestling,PS2,2004,Fighting,0.3,55,24,6.1,T
Syberia II,XB,2004,Adventure,0.03,71,7,8.7,T
Rapala Pro Fishing,PS2,2004,Sports,0.36,59,6,8.7,E
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,0.51,73,26,7,T
Forgotten Realms: Demon Stone,PS2,2004,Action,0.2,71,40,6.8,T
Street Jam Basketball,GBA,2004,Sports,0.03,35,7,8,E
Dynasty Warriors,PSP,2004,Action,0.51,62,26,7.3,T
Knights of Honor,PC,2004,Strategy,0.03,77,26,9.1,E10+
Sonic Mega Collection Plus,PS2,2004,Misc,2.9,73,21,8.6,E
Call of Duty: Finest Hour,PS2,2004,Shooter,2.89,76,49,7.7,T
Graffiti Kingdom,PS2,2004,Role-Playing,0.03,71,27,7.1,E
Viewtiful Joe 2,PS2,2004,Action,0.21,85,29,7.7,T
Galleon: Islands of Mystery,XB,2004,Action,0.03,67,40,7,T
NFL Street,GC,2004,Sports,0.35,81,30,8,E
Taiko Drum Master,PS2,2004,Misc,0.2,77,35,8.1,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,0.06,45,16,7.8,T
Conflict: Vietnam,XB,2004,Shooter,0.22,60,40,7.3,M
Gallop Racer 2004,PS2,2004,Sports,0.06,70,15,8.7,E
The Urbz: Sims in the City,GC,2004,Simulation,0.4,73,19,8.4,T
MTX Mototrax,PS2,2004,Racing,0.26,77,30,8.1,E
Bad Boys: Miami Takedown,PS2,2004,Shooter,1.15,43,5,3.4,M
UFC: Sudden Impact,PS2,2004,Fighting,0.18,54,29,7.7,T
World Tour Soccer 2006,PS2,2004,Sports,0.17,56,20,6,E
Samurai Western,PS2,2004,Action,0.08,58,34,7.6,M
Atari Anthology,PS2,2004,Misc,0.4,66,12,4.3,E
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,1.13,84,55,8.6,M
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,0.08,70,7,8.8,T
ESPN NBA 2K5,XB,2004,Sports,0.95,85,28,8.7,E
The Suffering,PS2,2004,Action,0.42,77,47,8.9,M
Rocky: Legends,XB,2004,Action,0.1,67,21,5.2,T
Star Trek: Shattered Universe,PS2,2004,Simulation,0.1,42,19,8.3,E
Guilty Gear Isuka,PS2,2004,Fighting,0.1,73,39,7.5,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,0.08,78,25,8,T
World Championship Poker,PS2,2004,Misc,0.95,60,8,7.7,E
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,1.16,70,31,6.3,T
Silent Scope Complete,XB,2004,Shooter,0.1,69,25,7.4,M
Mario vs. Donkey Kong,GBA,2004,Puzzle,1.17,81,43,8,E
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,0.08,79,26,5.4,T
King of Fighters: Maximum Impact,PS2,2004,Fighting,0.26,64,45,6.9,T
Vietcong: Purple Haze,XB,2004,Shooter,0.08,57,32,8.4,M
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,0.08,75,31,8,T
ATV Offroad Fury 3,PS2,2004,Racing,1.2,78,37,8.4,E
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,0.1,63,11,6.2,E
Pikmin 2,GC,2004,Strategy,1.2,90,54,9.1,E
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,0.56,55,4,8.4,T
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,0.58,73,35,8.2,T
Van Helsing,GBA,2004,Action,0.1,33,11,6.3,T
The Bard's Tale,XB,2004,Role-Playing,0.1,75,50,8.8,T
Alien Hominid,PS2,2004,Shooter,0.1,78,47,8.3,T
The SpongeBob SquarePants Movie,GC,2004,Platform,0.94,73,9,7.8,E
Call of Duty: Finest Hour,GC,2004,Shooter,0.4,74,31,8.9,T
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,0.08,49,18,7,E
Killzone,PS2,2004,Shooter,0.94,70,67,7.4,M
Pitfall: The Lost Expedition,GC,2004,Platform,0.08,73,25,8.6,E
Call of Duty: Finest Hour,XB,2004,Shooter,1.21,73,55,7.8,T
Seven Samurai 20XX,PS2,2004,Action,0.08,52,31,7,T
FIFA Soccer 2005,XB,2004,Sports,0.97,81,34,8.7,E
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,0.17,84,55,7.9,M
Men of Valor,XB,2004,Shooter,0.25,73,47,8,M
Test Drive: Eve of Destruction,XB,2004,Racing,0.09,72,28,8.7,T
Crash 'N' Burn,XB,2004,Racing,0.09,65,25,6.4,T
World Soccer Winning Eleven 8 International,XB,2004,Sports,0.09,90,25,8.4,E
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,0.57,73,27,7.9,T
Shrek 2,GC,2004,Platform,1.02,70,25,6.4,E
Thief: Deadly Shadows,XB,2004,Action,0.17,82,61,7.3,M
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,1.02,70,29,8.7,E
Trivial Pursuit unhinged,XB,2004,Misc,0.09,58,10,8,T
Alien Hominid,GC,2004,Shooter,0.09,78,28,8.5,T
Digimon Rumble Arena 2,PS2,2004,Fighting,0.09,63,9,7.3,T
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,0.57,60,25,7,E
Shining Tears,PS2,2004,Role-Playing,0.09,61,14,6.5,T
Gradius V,PS2,2004,Shooter,0.09,82,46,8.5,T
Catwoman,PS2,2004,Action,0.17,46,35,6.9,T
Karaoke Revolution,XB,2004,Misc,0.09,80,13,8.5,E
Spider-Man 2,GBA,2004,Action,1.06,65,12,7.7,E
Resident Evil Outbreak File #2,PS2,2004,Action,0.57,58,35,7.7,M
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,1.41,87,19,8.4,E
Spider-Man 2,XB,2004,Action,1.12,83,60,8.3,T
FIFA Soccer 2005,GBA,2004,Sports,0.08,75,4,7.8,E
Madden NFL 2005,DS,2004,Sports,0.26,68,25,7.7,E
MVP Baseball 2004,GC,2004,Sports,0.26,89,25,8.5,E
Polarium,DS,2004,Puzzle,0.26,73,34,8.4,E
Metal Slug Advance,GBA,2004,Shooter,0.08,79,32,8.3,T
Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,0.26,77,44,7.9,T
Terminator 3: The Redemption,PS2,2004,Shooter,0.17,68,29,8,T
Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,0.08,77,20,8.8,T
Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,0.25,77,13,8,T
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,1.08,58,21,6,T
Counter-Strike: Source,PC,2004,Shooter,0.08,88,9,8.9,M
Astro Boy,PS2,2004,Action,0.09,54,29,6.9,E
Gretzky NHL 2005,PS2,2004,Sports,0.17,66,24,9.1,E
Forgotten Realms: Demon Stone,XB,2004,Action,0.09,72,17,6.5,T
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,0.56,66,10,7.5,E
Mario Power Tennis,GC,2004,Sports,1.22,80,43,8.5,E
Rumble Roses,PS2,2004,Fighting,0.39,66,44,8.5,M
Need for Speed Underground 2,PC,2004,Racing,0.07,82,31,8.5,T
Donkey Kong Jungle Beat,GC,2004,Platform,1.34,80,49,8.3,E10+
Bad Boys: Miami Takedown,XB,2004,Shooter,0.18,35,20,5.9,M
MVP Baseball 2004,PS2,2004,Sports,1.34,90,28,8.6,E
NHL 2005,GC,2004,Sports,0.07,75,18,5.6,E
Metroid Prime 2: Echoes,GC,2004,Shooter,1.33,92,60,8.8,T
Corvette,PS2,2004,Racing,1.33,57,15,6.5,E
Asphalt: Urban GT,DS,2004,Racing,0.59,60,38,7.5,E
Madden NFL 2005,GBA,2004,Sports,0.39,79,9,7.6,E
Sonic Mega Collection Plus,XB,2004,Misc,0.91,75,20,7.9,E
Mega Man X: Command Mission,PS2,2004,Role-Playing,0.18,69,27,7.1,E
Donkey Kong Country 2,GBA,2004,Platform,1.23,80,22,9.1,E
Burnout 3: Takedown,XB,2004,Racing,1.31,94,76,7.2,T
Pitfall: The Lost Expedition,XB,2004,Platform,0.07,73,35,7.8,E
Metal Slug 3,XB,2004,Shooter,0.1,76,56,5.1,T
Shrek 2,XB,2004,Platform,0.55,72,31,8.4,E
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,0.18,65,5,8.3,T
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,0.42,78,16,7.1,E
MLB 2005,PS2,2004,Sports,0.9,78,36,7.6,E
Duel Masters,PS2,2004,Strategy,0.27,66,20,8.3,E
Obscure,PS2,2004,Adventure,0.07,65,27,8.9,M
Red Dead Revolver,XB,2004,Shooter,0.55,74,61,8.5,M
Ridge Racer,PSP,2004,Racing,1.4,88,58,8.2,E
Sonic Advance 3,GBA,2004,Platform,1.4,79,30,8.4,E
NBA Live 2005,XB,2004,Sports,0.9,85,28,7.6,E
X-Men Legends,XB,2004,Role-Playing,0.9,82,63,8.5,T
RPG Maker 3,PS2,2004,Role-Playing,0.06,69,16,7.9,E10+
Fight Club,XB,2004,Fighting,0.11,37,29,4.7,M
James Bond 007: Everything or Nothing,GC,2004,Shooter,0.42,84,41,8.2,T
Wings of War,XB,2004,Simulation,0.06,62,29,5,T
Catwoman,GC,2004,Action,0.07,47,24,6.1,T
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,1.37,86,67,8.6,T
Worms Forts: Under Siege,XB,2004,Strategy,0.07,67,15,8,T
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,1.36,80,53,8.9,T
Vietcong: Purple Haze,PS2,2004,Shooter,0.18,48,11,4.3,M
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,0.07,64,31,4.1,M
Armored Core: Nine Breaker,PS2,2004,Simulation,0.07,57,25,8.2,T
FlatOut,XB,2004,Racing,0.17,71,39,8.2,T
Samurai Warriors,PS2,2004,Action,1.35,73,37,8.7,T
Future Tactics: The Uprising,PS2,2004,Strategy,0.07,61,25,6,T
The SpongeBob SquarePants Movie,XB,2004,Platform,0.54,74,14,8.5,E
Crimson Sea 2,PS2,2004,Action,0.07,75,27,8.3,T
River City Ransom EX,GBA,2004,Action,0.07,75,21,8.4,T
The Guy Game,XB,2004,Misc,0.07,47,20,5.4,M
Driv3r,PS2,2004,Racing,1.23,57,51,5.5,M
Ninja Gaiden,XB,2004,Action,1.23,91,89,8.8,M
Colin McRae Rally 04,XB,2004,Racing,0.1,84,33,8.1,E
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,1.25,87,45,8.6,T
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,0.07,82,42,8.6,T
Kessen III,PS2,2004,Strategy,0.07,73,26,8.1,T
Doom 3,PC,2004,Shooter,0.1,87,83,7.6,M
Silent Hill 4: The Room,XB,2004,Action,0.18,76,43,8.3,M
Rome: Total War,PC,2004,Strategy,0.1,92,58,9.1,T
Transformers,PS2,2004,Shooter,1.29,75,51,8.6,T
Wrath Unleashed,PS2,2004,Strategy,0.07,64,25,6,T
Riviera: The Promised Land,GBA,2004,Role-Playing,0.1,76,26,9.2,T
Armored Core: Nexus,PS2,2004,Simulation,0.26,73,19,8.7,T
Sega Superstars,PS2,2004,Misc,0.17,72,28,7,T
Mega Man Anniversary Collection,GC,2004,Platform,0.42,81,32,8.8,E
Scaler,PS2,2004,Platform,0.09,70,20,8.6,E
Donkey Konga 2,GC,2004,Misc,0.39,69,30,6,T
Ford Racing 3,PS2,2004,Racing,0.26,50,7,6.6,E
Champions of Norrath,PS2,2004,Role-Playing,1.28,85,51,8.4,T
Serious Sam: Next Encounter,PS2,2004,Shooter,0.07,65,27,7.8,M
Mega Man Anniversary Collection,PS2,2004,Platform,0.59,81,26,9,E
Samurai Warriors,XB,2004,Action,0.07,71,20,9,T
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,0.17,62,49,6.4,M
Tiger Woods PGA Tour,PSP,2005,Sports,0.21,78,25,7.4,E
NCAA March Madness 06,XB,2005,Sports,0.2,76,21,7.2,E
From Russia With Love,XB,2005,Action,0.2,71,34,8.8,T
Pursuit Force,PSP,2005,Racing,0.16,75,59,7.8,T
Grandia III,PS2,2005,Role-Playing,0.49,77,38,8.3,T
Tales of Legendia,PS2,2005,Role-Playing,0.49,72,37,7.7,T
Delta Force: Black Hawk Down,PS2,2005,Shooter,0.46,58,25,8.8,T
Far Cry Instincts,XB,2005,Shooter,0.57,85,56,5.7,M
Indigo Prophecy,PS2,2005,Adventure,0.15,83,47,7.8,M
Shrek SuperSlam,PS2,2005,Action,0.5,67,21,9,E10+
Ridge Racer 6,X360,2005,Racing,0.2,74,65,7.1,E
NASCAR 06: Total Team Control,PS2,2005,Racing,0.63,78,18,7.7,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,0.2,53,20,7,E10+
Project: Snowblind,PS2,2005,Action,0.21,78,54,8.3,T
Suikoden Tactics,PS2,2005,Strategy,0.2,68,31,8.6,T
Sid Meier's Civilization IV,PC,2005,Strategy,0.16,94,50,8.3,E10+
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,0.15,62,39,6,E
Tiger Woods PGA Tour 06,XB,2005,Sports,0.48,81,30,5.1,E
ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,0.57,63,32,7.8,E
Pac-Man World 3,PS2,2005,Platform,0.21,63,22,5.2,E
Romancing SaGa,PS2,2005,Role-Playing,0.58,58,23,8,E10+
NHL 06,PS2,2005,Sports,0.58,78,27,8.5,E10+
TimeSplitters: Future Perfect,XB,2005,Shooter,0.16,83,54,8.9,M
Dragon Ball Z: Sagas,GC,2005,Fighting,0.21,48,11,6.6,T
Prince of Persia: The Two Thrones,XB,2005,Action,0.58,85,46,8.4,M
Musashi: Samurai Legend,PS2,2005,Role-Playing,0.15,64,47,8.9,T
The Con,PSP,2005,Fighting,0.2,63,37,7.3,T
World Series of Poker,PSP,2005,Misc,0.21,37,6,6.4,E10+
SSX On Tour,GC,2005,Sports,0.17,80,27,7.5,E
Evil Dead: Regeneration,PS2,2005,Action,0.21,68,26,8.5,M
From Russia With Love,GC,2005,Action,0.22,70,20,8.5,T
Dead to Rights II,PS2,2005,Shooter,0.2,51,32,5.3,M
NBA Street: Showdown,PSP,2005,Sports,0.22,75,25,8.5,E
The Matrix: Path of Neo,PS2,2005,Action,0.49,69,42,7.9,T
Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,0.49,66,13,7.6,E10+
Killer7,GC,2005,Action,0.15,74,57,8.5,M
True Swing Golf,DS,2005,Sports,0.16,66,32,7.7,E
Fantastic 4,PS2,2005,Action,0.5,64,42,7.8,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,0.2,72,31,6,T
Darkwatch,XB,2005,Shooter,0.21,75,43,8.1,M
Capcom Classics Collection,PS2,2005,Misc,0.51,78,30,8.4,T
Bomberman,DS,2005,Puzzle,0.15,75,30,7,E
Crash Tag Team Racing,GC,2005,Racing,0.16,66,14,7.3,E10+
X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,0.63,82,44,7.3,T
Beat Down: Fists of Vengeance,PS2,2005,Action,0.17,48,33,8.1,M
Sniper Elite,PS2,2005,Shooter,0.19,76,21,8.9,M
Star Wars: Battlefront II,PC,2005,Shooter,0.17,78,23,8.8,T
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,0.53,82,43,8.5,T
Burnout Revenge,XB,2005,Racing,0.53,89,65,8.4,E10+
Medal of Honor: European Assault,XB,2005,Shooter,0.53,72,42,7,T
Digimon World 4,PS2,2005,Role-Playing,0.15,48,7,6.9,E
Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,0.46,76,6,7.7,E
NBA 06,PS2,2005,Sports,0.53,63,26,6.3,E
Archer Maclean's Mercury,PSP,2005,Puzzle,0.56,75,39,6.6,E
Charlie and the Chocolate Factory,GC,2005,Adventure,0.18,39,16,3.2,E
Final Fantasy IV Advance,GBA,2005,Role-Playing,0.61,85,30,7.3,E10+
Spyro: Shadow Legacy,DS,2005,Action,0.16,50,18,5.7,E
Tony Hawk's American Wasteland,XB,2005,Sports,0.62,77,40,7.7,T
Kingdom Under Fire: Heroes,XB,2005,Strategy,0.15,78,55,7.5,M
Death Jr.,PSP,2005,Platform,0.19,61,40,7.3,T
Harry Potter and the Goblet of Fire,GBA,2005,Action,0.61,71,9,6,E
Conflict: Global Terror,PS2,2005,Shooter,0.19,62,15,8.5,M
Armored Core: Last Raven,PS2,2005,Simulation,0.18,59,16,8.9,T
Burnout Legends,DS,2005,Racing,0.18,38,12,6,E
NBA,PSP,2005,Sports,0.21,57,25,6.9,E
Metal Gear Solid 3: Subsistence,PS2,2005,Action,0.55,94,53,9.3,M
Rise of the Kasai,PS2,2005,Action,0.19,68,37,8,M
Half-Life 2,XB,2005,Shooter,0.61,90,35,8.6,M
Crash Tag Team Racing,PS2,2005,Racing,0.54,66,21,7,E10+
NARC,XB,2005,Shooter,0.18,51,27,2.8,M
Ultimate Spider-Man,DS,2005,Action,0.15,78,17,7.7,E10+
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,0.18,61,36,7.8,T
Close Combat: First to Fight,XB,2005,Shooter,0.18,69,46,7.8,T
Samurai Warriors: State of War,PSP,2005,Action,0.18,64,30,6.4,T
Fire Emblem: Path of Radiance,GC,2005,Action,0.54,85,42,8.9,T
Shrek SuperSlam,GC,2005,Action,0.22,70,11,7.8,E10+
Juiced,PS2,2005,Racing,0.53,68,36,7.7,T
Jak X: Combat Racing,PS2,2005,Racing,0.55,76,46,7.7,T
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,0.19,68,13,8.1,E10+
NCAA March Madness 06,PS2,2005,Sports,0.53,78,19,9.1,E
Amped 3,X360,2005,Sports,0.16,72,49,7.1,T
Dance Dance Revolution: Mario Mix,GC,2005,Misc,0.47,69,28,8.4,E
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,0.18,65,20,7.5,E10+
Shadow The Hedgehog,XB,2005,Platform,0.18,49,24,5.5,E10+
Dead or Alive 4,X360,2005,Fighting,0.47,85,76,8.2,M
Gun,GC,2005,Shooter,0.18,77,27,8.6,M
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,0.54,83,41,8.7,T
Tales of the Abyss,PS2,2005,Role-Playing,0.57,78,22,8.4,T
The Warriors,PS2,2005,Action,0.53,84,52,8.5,M
WWE WrestleMania 21,XB,2005,Fighting,0.45,56,48,6.9,T
Dragon Ball Z: Sagas,PS2,2005,Fighting,0.46,49,13,5.4,T
NBA 06,PSP,2005,Sports,0.22,72,19,5.4,E
Big Mutha Truckers 2,PS2,2005,Racing,0.2,51,26,2.1,M
L.A. Rush,PS2,2005,Racing,0.47,58,31,8,T
True Crime: New York City,GC,2005,Action,0.17,59,25,8.8,M
Predator: Concrete Jungle,PS2,2005,Action,0.2,47,14,8.8,M
MVP Baseball,PSP,2005,Sports,0.21,67,21,7.7,E
The Incredibles: Rise of the Underminer,GC,2005,Action,0.16,67,7,6.6,E10+
Tony Hawk's American Sk8land,DS,2005,Sports,0.21,84,31,8.7,E
Fight Night Round 2,GC,2005,Fighting,0.17,87,32,7.9,T
Tiger Woods PGA Tour 06,PSP,2005,Sports,0.2,80,15,7.9,E
Playboy: The Mansion,PS2,2005,Simulation,0.2,59,33,7.5,M
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,0.46,82,30,7.6,M
Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,0.57,57,22,9.1,T
Madden NFL 06,GC,2005,Sports,0.57,86,21,8.5,E
Kingdom of Paradise,PSP,2005,Role-Playing,0.15,72,38,7.5,T
Batman Begins,GBA,2005,Action,0.17,61,5,6.9,E10+
World Poker Tour,PS2,2005,Misc,0.21,60,17,8.6,T
Fight Night Round 2,XB,2005,Fighting,0.6,88,48,8.8,T
EyeToy: Kinetic,PS2,2005,Sports,0.17,78,32,8.3,E
Enthusia Professional Racing,PS2,2005,Racing,0.15,70,43,7.6,E
Mario Tennis: Power Tour,GBA,2005,Sports,0.52,81,21,8,E
Major League Baseball 2K5,XB,2005,Sports,0.56,81,25,8.2,E
Area 51,PS2,2005,Shooter,0.45,75,37,8.4,M
Infected,PSP,2005,Shooter,0.15,74,49,8.3,M
Batman Begins,PS2,2005,Action,0.56,64,41,7.3,T
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,0.19,56,10,6.4,T
We Love Katamari,PS2,2005,Puzzle,0.52,86,61,8.9,E
Juiced,XB,2005,Racing,0.18,68,39,9.1,T
World Series of Poker,PS2,2005,Misc,0.47,46,15,8.2,E10+
Need for Speed: Most Wanted,GC,2005,Racing,0.56,80,18,9.1,T
Gun,XB,2005,Shooter,0.52,79,55,7.8,M
NHL 2K6,XB,2005,Sports,0.21,83,32,7.5,E10+
The Punisher,PS2,2005,Action,0.52,68,44,8.2,M
SSX On Tour,PS2,2005,Sports,0.52,80,41,7.9,E
Shadow The Hedgehog,PS2,2005,Platform,0.6,45,28,6,E10+
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,0.46,71,20,7.9,M
Harry Potter and the Goblet of Fire,PSP,2005,Action,0.19,70,13,7.4,E10+
The Suffering: Ties That Bind,PS2,2005,Action,0.17,75,37,8,M
Battlefield 2: Modern Combat,XB,2005,Shooter,0.56,80,49,8.2,T
Tak: The Great Juju Challenge,GC,2005,Platform,0.15,75,17,9.3,E
WipEout Pure,PSP,2005,Racing,1.03,88,56,7.9,E
187: Ride or Die,PS2,2005,Racing,0.15,52,33,6.8,M
Generation of Chaos,PSP,2005,Role-Playing,0.06,60,29,7.7,T
The Sims 2: University,PC,2005,Simulation,0.06,81,31,7.8,T
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,0.06,62,27,6.9,T
Mario Party 7,GC,2005,Misc,1.57,64,25,7.9,E
Nanostray,DS,2005,Shooter,0.06,71,43,7.7,E
Constantine,XB,2005,Action,0.06,60,31,7.1,M
Pac-Pix,DS,2005,Puzzle,0.27,71,41,7.1,E
MVP Baseball 2005,PS2,2005,Sports,1.54,87,25,8.6,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,0.06,58,10,7,E
PoPoLoCrois,PSP,2005,Role-Playing,0.06,66,41,7.4,E
Bratz: Rock Angelz,PS2,2005,Misc,0.38,60,7,5.1,E
Trapt,PS2,2005,Action,0.06,60,36,7.9,M
Marvel Nemesis: Rise of the Imperfects,GC,2005,Fighting,0.38,54,19,5.7,T
NASCAR 06: Total Team Control,XB,2005,Racing,0.27,79,25,5.9,E
Major League Baseball 2K5,PS2,2005,Sports,1.48,82,19,7.4,E
Serious Sam II,XB,2005,Shooter,0.06,72,34,6.7,M
Call of Duty 2,PC,2005,Shooter,0.06,86,64,8.4,T
Mario Superstar Baseball,GC,2005,Sports,1.46,76,38,8.6,E
Shadow of Rome,PS2,2005,Action,0.27,75,52,8.3,M
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,0.06,77,51,8.1,M
Cold Fear,XB,2005,Action,0.06,71,41,7.6,M
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,0.06,68,34,7.8,E10+
Fantastic 4,XB,2005,Action,0.27,62,46,6.6,T
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,0.06,32,9,5.8,M
Tokobot,PSP,2005,Platform,0.06,72,30,7.3,E
Pump It Up: Exceed,PS2,2005,Misc,0.06,73,28,8.4,T
Dynasty Warriors 5,PS2,2005,Action,1.39,69,29,8.8,T
Super Mario Strikers,GC,2005,Sports,1.61,76,39,8.7,E
Dance Dance Revolution Ultramix 3,XB,2005,Simulation,0.38,75,16,8.6,E10+
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,2.02,62,34,8.1,E
Bubble Bobble Revolution,DS,2005,Puzzle,0.05,38,19,6.2,E
The Bible Game,XB,2005,Misc,0.05,60,6,2.7,E
NFL Street 2 Unleashed,PSP,2005,Sports,0.37,73,23,7.4,E
Grand Theft Auto: San Andreas,XB,2005,Action,1.95,93,58,8.6,AO
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,0.05,72,8,7.8,M
Raze's Hell,XB,2005,Shooter,0.05,71,37,8.1,M
Madden NFL 06,XB,2005,Sports,1.86,86,39,6.7,E
Quake 4,X360,2005,Shooter,0.37,75,52,6.7,M
NCAA Football 06,PS2,2005,Sports,1.84,87,25,8.5,E
Rugby 2005,XB,2005,Sports,0.05,75,20,7.7,E
Crime Life: Gang Wars,XB,2005,Action,0.05,30,19,3.4,M
Ms Saga: A New Dawn,PS2,2005,Role-Playing,0.05,65,27,8.6,E10+
50 Cent: Bulletproof,PS2,2005,Action,1.77,47,21,6.6,M
Star Wars: Republic Commando,PC,2005,Shooter,0.05,78,34,8.7,T
Ultimate Spider-Man,GC,2005,Action,0.37,76,36,7.2,T
Sigma Star Saga,GBA,2005,Role-Playing,0.05,68,34,8.2,E10+
True Crime: New York City,XB,2005,Action,0.28,60,43,7.8,M
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,1.69,82,59,8.8,M
Resident Evil 4,GC,2005,Action,1.69,96,82,9.4,M
Legend of Kay,PS2,2005,Action,0.05,72,30,7.3,E10+
Star Wars: Battlefront II,XB,2005,Shooter,1.67,83,40,8.9,T
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,1.66,72,29,8.4,T
Dynasty Warriors 5,XB,2005,Action,0.05,66,22,8,T
Rebelstar: Tactical Command,GBA,2005,Strategy,0.05,78,29,9.1,E10+
Age of Empires III,PC,2005,Strategy,0.38,81,52,7.7,T
Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,0.39,84,40,7.2,T
NanoBreaker,PS2,2005,Action,0.06,51,38,6.7,M
World Poker Tour,XB,2005,Misc,0.06,63,17,7.8,T
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,1.24,61,44,8.1,T
Pac-Man World 3,PSP,2005,Platform,0.07,61,9,6,E
The Hustle: Detroit Streets,PSP,2005,Sports,0.07,51,11,5.3,T
In The Groove,PS2,2005,Misc,0.07,72,14,9,E
Ultimate Spider-Man,XB,2005,Action,0.39,77,53,7.4,T
Star Wars: Battlefront II,PSP,2005,Shooter,1.21,69,22,8.5,T
Oddworld: Stranger's Wrath,XB,2005,Adventure,0.26,88,65,9.1,T
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,0.08,71,5,7.7,E
Suzuki TT Superbikes,PS2,2005,Racing,0.4,71,7,8.5,E
Urban Reign,PS2,2005,Action,0.08,60,44,8.2,T
Gun,PS2,2005,Shooter,1.17,77,43,8.7,M
Silent Hunter III,PC,2005,Simulation,0.08,90,23,7.9,T
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,0.26,80,57,7.5,T
Rayman DS,DS,2005,Platform,0.26,58,20,7.6,E
WWE SmackDown! vs. RAW 2006,PSP,2005,Fighting,0.4,81,30,8.5,T
MX vs. ATV Unleashed,XB,2005,Racing,0.4,80,21,8.3,E
Shadow of the Colossus,PS2,2005,Action,1.14,91,77,9.1,T
MLB 2006,PS2,2005,Sports,0.4,81,32,9,E
TimeSplitters: Future Perfect,GC,2005,Shooter,0.08,82,32,9.1,M
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,1.14,76,27,9,E10+
Battlefield 2,PC,2005,Shooter,0.08,91,55,8.4,T
